Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Population,AQI value country,AQI category (country)
Brazil,Camboriu,96,Moderate,3,Good,10,Good,6,Good,96,Moderate,214326223,44.64993726,Good
India,Chandannagar,173,Unhealthy,5,Good,117,Unhealthy for Sensitive Groups,6,Good,173,Unhealthy,1417173173,152.5597283,Unhealthy
Central African Republic,Kembe,52,Moderate,2,Good,9,Good,0,Good,52,Moderate,5000000,64.16666667,Moderate
Greece,Khania,60,Moderate,1,Good,48,Good,0,Good,60,Moderate,10000000,67.92920354,Moderate
United States of America,Ensley,51,Moderate,2,Good,47,Good,4,Good,51,Moderate,332915073,59.61860625,Moderate
Madagascar,Farafangana,42,Good,1,Good,19,Good,0,Good,42,Good,29000000,30.93939394,Good
Iran (Islamic Republic of),Fereydunshahr,110,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,110,Unhealthy for Sensitive Groups,88550000,108.2960894,Unhealthy for Sensitive Groups
Germany,Feucht,64,Moderate,1,Good,51,Moderate,0,Good,64,Moderate,83237000,48.24684015,Good
Italy,Fidenza,70,Moderate,1,Good,63,Moderate,0,Good,70,Moderate,60367477,61.69844358,Moderate
India,Firozpur,165,Unhealthy,3,Good,111,Unhealthy for Sensitive Groups,4,Good,165,Unhealthy,1417173173,152.5597283,Unhealthy
Spain,Fraga,38,Good,1,Good,38,Good,0,Good,37,Good,47300000,38.67356322,Good
Germany,Frankenberg,55,Moderate,1,Good,47,Good,0,Good,55,Moderate,83237000,48.24684015,Good
Mali,Gao,162,Unhealthy,1,Good,45,Good,0,Good,162,Unhealthy,20000000,83.16,Moderate
Pakistan,Garh Maharaja,174,Unhealthy,5,Good,46,Good,9,Good,174,Unhealthy,240485658,178.7045455,Unhealthy
Australia,Gawler,24,Good,0,Good,11,Good,11,Good,24,Good,26187000,33.64893617,Good
Colombia,Marsella,95,Moderate,2,Good,16,Good,3,Good,95,Moderate,52015000,65.90079365,Moderate
United States of America,Mason,46,Good,1,Good,46,Good,1,Good,41,Good,332915073,59.61860625,Moderate
Ireland,Maynooth,41,Good,1,Good,41,Good,0,Good,38,Good,5084000,41.09375,Good
Italy,Melito Di Porto Salvo,94,Moderate,1,Good,43,Good,0,Good,94,Moderate,60367477,61.69844358,Moderate
India,Merta,182,Unhealthy,1,Good,34,Good,1,Good,182,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Mesquite,66,Moderate,2,Good,31,Good,5,Good,66,Moderate,332915073,59.61860625,Moderate
Poland,Miedzyrzec Podlaski,41,Good,1,Good,41,Good,0,Good,24,Good,38268000,52.46015424,Moderate
United States of America,Moss Point,48,Good,1,Good,44,Good,2,Good,48,Good,332915073,59.61860625,Moderate
India,Mulbagal,83,Moderate,2,Good,21,Good,5,Good,83,Moderate,1417173173,152.5597283,Unhealthy
Mozambique,Nacala,46,Good,0,Good,29,Good,0,Good,46,Good,30000000,36.875,Good
Russian Federation,Nakhodka,80,Moderate,2,Good,44,Good,2,Good,80,Moderate,145805947,42.49115756,Good
India,Nandikotkur,109,Unhealthy for Sensitive Groups,2,Good,45,Good,3,Good,109,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
United States of America,West Chicago,51,Moderate,1,Good,34,Good,3,Good,51,Moderate,332915073,59.61860625,Moderate
United States of America,West Memphis,74,Moderate,1,Good,60,Moderate,2,Good,74,Moderate,332915073,59.61860625,Moderate
Belgium,Willebroek,50,Good,1,Good,38,Good,2,Good,50,Good,11736000,44.58098592,Good
Germany,Wolnzach,66,Moderate,1,Good,58,Moderate,0,Good,66,Moderate,83237000,48.24684015,Good
China,Wufeng,167,Unhealthy,8,Good,1,Good,22,Good,167,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Wurzburg,62,Moderate,1,Good,53,Moderate,0,Good,62,Moderate,83237000,48.24684015,Good
Poland,Wyszkow,40,Good,1,Good,40,Good,0,Good,21,Good,38268000,52.46015424,Moderate
Spain,Villacarrillo,40,Good,1,Good,40,Good,0,Good,14,Good,47300000,38.67356322,Good
Austria,Villach,64,Moderate,1,Good,39,Good,0,Good,64,Moderate,9000000,53.72058824,Moderate
Russian Federation,Vorotynsk,39,Good,1,Good,39,Good,0,Good,20,Good,145805947,42.49115756,Good
Slovakia,Vranov,66,Moderate,1,Good,51,Moderate,0,Good,66,Moderate,5500000,67.53225806,Moderate
United States of America,Waco,35,Good,1,Good,27,Good,2,Good,35,Good,332915073,59.61860625,Moderate
Germany,Warburg,53,Moderate,1,Good,44,Good,0,Good,53,Moderate,83237000,48.24684015,Good
India,Haldaur,500,Hazardous,1,Good,63,Moderate,1,Good,500,Hazardous,1417173173,152.5597283,Unhealthy
Turkey,Hendek,35,Good,1,Good,35,Good,0,Good,28,Good,87849000,51.59109312,Moderate
Switzerland,Gland,33,Good,1,Good,28,Good,1,Good,33,Good,8799000,55.21551724,Moderate
Russian Federation,Golitsyno,61,Moderate,1,Good,27,Good,9,Good,61,Moderate,145805947,42.49115756,Good
France,Hoenheim,33,Good,1,Good,33,Good,1,Good,28,Good,67842000,53.23133415,Moderate
India,Hole Narsipur,37,Good,0,Good,24,Good,0,Good,37,Good,1417173173,152.5597283,Unhealthy
Viet Nam,Hong Gai,156,Unhealthy,4,Good,41,Good,3,Good,156,Unhealthy,99711000,86.63492063,Moderate
China,Huaiyin,193,Unhealthy,5,Good,193,Unhealthy,5,Good,155,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Mexico,Huilango,168,Unhealthy,4,Good,3,Good,18,Good,168,Unhealthy,126190788,89.11260504,Moderate
United States of America,Huntersville,62,Moderate,2,Good,25,Good,11,Good,62,Moderate,332915073,59.61860625,Moderate
India,Iglas,268,Very Unhealthy,1,Good,46,Good,1,Good,268,Very Unhealthy,1417173173,152.5597283,Unhealthy
Pakistan,Yazman,500,Hazardous,1,Good,43,Good,0,Good,428,Hazardous,240485658,178.7045455,Unhealthy
Finland,Ylivieska,39,Good,1,Good,39,Good,0,Good,15,Good,5548000,38.08235294,Good
Uganda,Yumbe,45,Good,1,Good,17,Good,0,Good,45,Good,46000000,85.31746032,Moderate
Belgium,Zele,36,Good,1,Good,27,Good,3,Good,36,Good,11736000,44.58098592,Good
Germany,Zerbst,38,Good,1,Good,38,Good,0,Good,27,Good,83237000,48.24684015,Good
Russian Federation,Zlatoust,33,Good,1,Good,33,Good,0,Good,33,Good,145805947,42.49115756,Good
Indonesia,Ungaran,76,Moderate,1,Good,42,Good,1,Good,76,Moderate,276361783,91.54822335,Moderate
Germany,Usingen,33,Good,1,Good,33,Good,3,Good,33,Good,83237000,48.24684015,Good
Brazil,Varzea Paulista,76,Moderate,2,Good,13,Good,9,Good,76,Moderate,214326223,44.64993726,Good
Peru,Vice,33,Good,0,Good,23,Good,0,Good,33,Good,34295000,36.3875969,Good
South Africa,Whittlesea,53,Moderate,1,Good,23,Good,0,Good,53,Moderate,60041000,112.9085714,Unhealthy for Sensitive Groups
United Kingdom of Great Britain and Northern Ireland,Wickford,29,Good,0,Good,29,Good,3,Good,23,Good,67532000,39.5971897,Good
United States of America,Wildwood,49,Good,1,Good,30,Good,10,Good,49,Good,332915073,59.61860625,Moderate
United States of America,Willingboro,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,332915073,59.61860625,Moderate
Brazil,Xaxim,26,Good,1,Good,11,Good,1,Good,26,Good,214326223,44.64993726,Good
Netherlands,Vlagtwedde,30,Good,1,Good,30,Good,3,Good,28,Good,17442000,38.15282392,Good
Russian Federation,Vorgashor,55,Moderate,1,Good,29,Good,1,Good,55,Moderate,145805947,42.49115756,Good
Uganda,Wakiso,95,Moderate,4,Good,16,Good,2,Good,95,Moderate,46000000,85.31746032,Moderate
United States of America,Waynesboro,65,Moderate,2,Good,22,Good,6,Good,65,Moderate,332915073,59.61860625,Moderate
Italy,Frascati,48,Good,1,Good,48,Good,2,Good,29,Good,60367477,61.69844358,Moderate
Georgia,Gali,34,Good,1,Good,34,Good,0,Good,20,Good,4935518,40.6,Good
India,Ganganagar,500,Hazardous,1,Good,42,Good,0,Good,424,Hazardous,1417173173,152.5597283,Unhealthy
Germany,Geeste,32,Good,1,Good,32,Good,3,Good,27,Good,83237000,48.24684015,Good
France,Le Vesinet,48,Good,1,Good,19,Good,4,Good,48,Good,67842000,53.23133415,Moderate
Portugal,Linda A Velha,45,Good,0,Good,30,Good,2,Good,45,Good,10196000,34.56707317,Good
United States of America,Livermore,54,Moderate,1,Good,18,Good,13,Good,54,Moderate,332915073,59.61860625,Moderate
Brazil,Loanda,17,Good,0,Good,17,Good,1,Good,16,Good,214326223,44.64993726,Good
Thailand,Loei,44,Good,0,Good,22,Good,0,Good,44,Good,70927000,53.56972112,Moderate
Pakistan,Khewra,204,Very Unhealthy,2,Good,154,Unhealthy,1,Good,204,Very Unhealthy,240485658,178.7045455,Unhealthy
Russian Federation,Khilok,33,Good,1,Good,30,Good,0,Good,33,Good,145805947,42.49115756,Good
South Africa,Komatipoort,89,Moderate,3,Good,14,Good,2,Good,89,Moderate,60041000,112.9085714,Unhealthy for Sensitive Groups
India,Kondapalle,147,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,147,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Indonesia,Jetis,63,Moderate,1,Good,30,Good,1,Good,63,Moderate,276361783,91.54822335,Moderate
United States of America,Joplin,71,Moderate,1,Good,26,Good,4,Good,71,Moderate,332915073,59.61860625,Moderate
Cuba,Jovellanos,82,Moderate,1,Good,19,Good,1,Good,82,Moderate,11000000,63.31,Moderate
Germany,Julich,33,Good,1,Good,32,Good,2,Good,33,Good,83237000,48.24684015,Good
Thailand,Kabin Buri,58,Moderate,0,Good,31,Good,0,Good,58,Moderate,70927000,53.56972112,Moderate
India,Kaimur,155,Unhealthy,1,Good,40,Good,0,Good,155,Unhealthy,1417173173,152.5597283,Unhealthy
Philippines,Damilag,52,Moderate,1,Good,23,Good,1,Good,52,Moderate,114337000,60.52974504,Moderate
United States of America,Darien,81,Moderate,2,Good,8,Good,29,Good,81,Moderate,332915073,59.61860625,Moderate
India,Dhekiajuli,89,Moderate,2,Good,44,Good,1,Good,89,Moderate,1417173173,152.5597283,Unhealthy
China,Dingzhou,197,Unhealthy,5,Good,197,Unhealthy,6,Good,159,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Republic of North Macedonia,Dolna Banjica,45,Good,1,Good,42,Good,0,Good,45,Good,2067000,66.7826087,Moderate
United States of America,Dolton,81,Moderate,2,Good,10,Good,29,Good,81,Moderate,332915073,59.61860625,Moderate
Czechia,Domazlice,29,Good,0,Good,29,Good,1,Good,23,Good,10700000,60.90551181,Moderate
Canada,Kanata,34,Good,1,Good,34,Good,0,Good,15,Good,38067000,42.90344828,Good
Sweden,Karlskrona,35,Good,0,Good,35,Good,0,Good,23,Good,10452000,35.87619048,Good
Namibia,Keetmanshoop,123,Unhealthy for Sensitive Groups,0,Good,18,Good,0,Good,123,Unhealthy for Sensitive Groups,2500000,76.88235294,Moderate
United States of America,Kennebunk,45,Good,1,Good,41,Good,3,Good,45,Good,332915073,59.61860625,Moderate
India,Khamgaon,149,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,149,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
China,Dongkan,209,Very Unhealthy,6,Good,209,Very Unhealthy,3,Good,175,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Netherlands,Doorn,38,Good,1,Good,29,Good,4,Good,38,Good,17442000,38.15282392,Good
Switzerland,Dubendorf,32,Good,1,Good,29,Good,1,Good,32,Good,8799000,55.21551724,Moderate
Bulgaria,Dupnica,58,Moderate,1,Good,42,Good,1,Good,58,Moderate,6500000,54.04545455,Moderate
France,Eaubonne,51,Moderate,1,Good,20,Good,5,Good,51,Moderate,67842000,53.23133415,Moderate
Republic of Moldova,Edinet,68,Moderate,1,Good,44,Good,0,Good,68,Moderate,3000000,52.96428571,Moderate
Egypt,El Faiyum,91,Moderate,2,Good,84,Moderate,4,Good,91,Moderate,106156000,101.65,Unhealthy for Sensitive Groups
Germany,Ennigerloh,35,Good,1,Good,35,Good,2,Good,25,Good,83237000,48.24684015,Good
Turkey,Eskil,52,Moderate,1,Good,43,Good,0,Good,52,Moderate,87849000,51.59109312,Moderate
Guatemala,Esquipulas,68,Moderate,3,Good,3,Good,6,Good,68,Moderate,20318000,80.95041322,Moderate
United States of America,Farmington Hills,49,Good,1,Good,29,Good,6,Good,49,Good,332915073,59.61860625,Moderate
Senegal,Koungheul,140,Unhealthy for Sensitive Groups,1,Good,19,Good,1,Good,140,Unhealthy for Sensitive Groups,17000000,151.5588235,Unhealthy
India,Kovvur,152,Unhealthy,1,Good,48,Good,0,Good,152,Unhealthy,1417173173,152.5597283,Unhealthy
Togo,Kpalime,78,Moderate,1,Good,20,Good,0,Good,78,Moderate,8492333,65.15789474,Moderate
Russian Federation,Krasnouralsk,25,Good,1,Good,25,Good,0,Good,20,Good,145805947,42.49115756,Good
Germany,Kyritz,39,Good,0,Good,39,Good,0,Good,21,Good,83237000,48.24684015,Good
Panama,La Chorrera,65,Moderate,1,Good,20,Good,4,Good,65,Moderate,4000000,68.44444444,Moderate
Italy,La Spezia,59,Moderate,1,Good,41,Good,1,Good,59,Moderate,60367477,61.69844358,Moderate
Cuba,Mariel,60,Moderate,1,Good,24,Good,2,Good,60,Moderate,11000000,63.31,Moderate
United States of America,Markham,75,Moderate,2,Good,14,Good,25,Good,75,Moderate,332915073,59.61860625,Moderate
Russian Federation,Maryanskaya,45,Good,1,Good,45,Good,2,Good,19,Good,145805947,42.49115756,Good
Kazakhstan,Merke,90,Moderate,1,Good,32,Good,0,Good,90,Moderate,19632700,61.21126761,Moderate
United States of America,Prospect Heights,83,Moderate,3,Good,6,Good,30,Good,83,Moderate,332915073,59.61860625,Moderate
Japan,Sanda,39,Good,1,Good,39,Good,3,Good,31,Good,123294513,51.57201646,Moderate
Brazil,Santa Barbara,91,Moderate,3,Good,2,Good,6,Good,91,Moderate,214326223,44.64993726,Good
Spain,Santa Cruz De Tenerife,36,Good,0,Good,36,Good,0,Good,12,Good,47300000,38.67356322,Good
Guatemala,Santa Lucia Cotzumalguapa,113,Unhealthy for Sensitive Groups,4,Good,3,Good,15,Good,113,Unhealthy for Sensitive Groups,20318000,80.95041322,Moderate
Brazil,Santana De Parnaiba,79,Moderate,2,Good,12,Good,9,Good,79,Moderate,214326223,44.64993726,Good
Brazil,Santo Antonio Do Sudoeste,18,Good,0,Good,17,Good,0,Good,18,Good,214326223,44.64993726,Good
Brazil,Sao Jose Do Rio Pardo,64,Moderate,2,Good,3,Good,4,Good,64,Moderate,214326223,44.64993726,Good
Germany,Seelze,37,Good,1,Good,37,Good,1,Good,23,Good,83237000,48.24684015,Good
Brazil,Miguel Pereira,154,Unhealthy,5,Good,10,Good,18,Good,154,Unhealthy,214326223,44.64993726,Good
Japan,Miki,45,Good,1,Good,35,Good,3,Good,45,Good,123294513,51.57201646,Moderate
Spain,Montilla,34,Good,1,Good,28,Good,3,Good,34,Good,47300000,38.67356322,Good
India,Moradabad,500,Hazardous,1,Good,69,Moderate,1,Good,500,Hazardous,1417173173,152.5597283,Unhealthy
Madagascar,Moramanga,21,Good,0,Good,21,Good,0,Good,10,Good,29000000,30.93939394,Good
India,Shillong,101,Unhealthy for Sensitive Groups,2,Good,42,Good,0,Good,101,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Estonia,Sillamae,36,Good,1,Good,36,Good,1,Good,35,Good,1211524,38.83333333,Good
Colombia,Soata,26,Good,1,Good,7,Good,1,Good,26,Good,52015000,65.90079365,Moderate
United States of America,Southbridge,54,Moderate,1,Good,48,Good,2,Good,54,Moderate,332915073,59.61860625,Moderate
South Africa,Soweto,185,Unhealthy,36,Good,10,Good,22,Good,185,Unhealthy,60041000,112.9085714,Unhealthy for Sensitive Groups
Switzerland,Spiez,32,Good,0,Good,32,Good,0,Good,20,Good,8799000,55.21551724,Moderate
Russian Federation,Sredneuralsk,32,Good,1,Good,32,Good,1,Good,29,Good,145805947,42.49115756,Good
Germany,Straubing,29,Good,0,Good,29,Good,1,Good,24,Good,83237000,48.24684015,Good
Poland,Sulechow,32,Good,1,Good,30,Good,1,Good,32,Good,38268000,52.46015424,Moderate
Kyrgyzstan,Suluktu,125,Unhealthy for Sensitive Groups,1,Good,37,Good,0,Good,125,Unhealthy for Sensitive Groups,6000000,81.53846154,Moderate
Germany,Rostock,37,Good,0,Good,37,Good,0,Good,20,Good,83237000,48.24684015,Good
Finland,Salo,34,Good,0,Good,34,Good,1,Good,20,Good,5548000,38.08235294,Good
Australia,Nerang,36,Good,1,Good,17,Good,7,Good,36,Good,26187000,33.64893617,Good
Indonesia,Ngawi,73,Moderate,1,Good,40,Good,0,Good,73,Moderate,276361783,91.54822335,Moderate
Ghana,Nkawkaw,79,Moderate,1,Good,19,Good,0,Good,79,Moderate,34000000,61.76666667,Moderate
Brazil,Morro Da Fumaca,30,Good,0,Good,23,Good,1,Good,30,Good,214326223,44.64993726,Good
India,Mundra,153,Unhealthy,0,Good,26,Good,0,Good,153,Unhealthy,1417173173,152.5597283,Unhealthy
Viet Nam,My Tho,69,Moderate,1,Good,37,Good,1,Good,69,Moderate,99711000,86.63492063,Moderate
Japan,Nanae,36,Good,1,Good,36,Good,0,Good,7,Good,123294513,51.57201646,Moderate
Rwanda,Nyanza,63,Moderate,5,Good,21,Good,2,Good,63,Moderate,13000000,93.53846154,Moderate
United States of America,Oakland,52,Moderate,1,Good,24,Good,9,Good,52,Moderate,332915073,59.61860625,Moderate
Japan,Otake,47,Good,1,Good,44,Good,4,Good,47,Good,123294513,51.57201646,Moderate
India,Ratangarh,500,Hazardous,0,Good,37,Good,0,Good,471,Hazardous,1417173173,152.5597283,Unhealthy
Germany,Rellingen,33,Good,1,Good,33,Good,2,Good,25,Good,83237000,48.24684015,Good
Netherlands,Renkum,36,Good,1,Good,31,Good,3,Good,36,Good,17442000,38.15282392,Good
Pakistan,Rojhan,188,Unhealthy,1,Good,55,Moderate,0,Good,188,Unhealthy,240485658,178.7045455,Unhealthy
Germany,Telgte,35,Good,1,Good,35,Good,2,Good,25,Good,83237000,48.24684015,Good
Mexico,Temixco,119,Unhealthy for Sensitive Groups,3,Good,1,Good,15,Good,119,Unhealthy for Sensitive Groups,126190788,89.11260504,Moderate
Italy,Termoli,51,Moderate,1,Good,51,Moderate,0,Good,34,Good,60367477,61.69844358,Moderate
Russian Federation,Syktyvkar,30,Good,1,Good,30,Good,0,Good,10,Good,145805947,42.49115756,Good
China,Tachia,81,Moderate,2,Good,77,Moderate,8,Good,81,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
India,Taki,170,Unhealthy,3,Good,96,Moderate,2,Good,170,Unhealthy,1417173173,152.5597283,Unhealthy
Japan,Toyota,57,Moderate,1,Good,52,Moderate,2,Good,57,Moderate,123294513,51.57201646,Moderate
United States of America,Tullahoma,39,Good,1,Good,19,Good,6,Good,39,Good,332915073,59.61860625,Moderate
United States of America,Tustin Foothills,89,Moderate,3,Good,11,Good,22,Good,89,Moderate,332915073,59.61860625,Moderate
Sweden,Uddevalla,37,Good,0,Good,37,Good,1,Good,18,Good,10452000,35.87619048,Good
Hungary,Tiszafoldvar,37,Good,1,Good,32,Good,1,Good,37,Good,9636000,63.6056338,Moderate
Madagascar,Toamasina,24,Good,0,Good,24,Good,0,Good,10,Good,29000000,30.93939394,Good
Germany,Erlangen,44,Good,1,Good,35,Good,2,Good,44,Good,83237000,48.24684015,Good
Mexico,Escuinapa,51,Moderate,1,Good,18,Good,1,Good,51,Moderate,126190788,89.11260504,Moderate
Philippines,Estancia,51,Moderate,1,Good,23,Good,0,Good,51,Moderate,114337000,60.52974504,Moderate
United States of America,Evanston,61,Moderate,2,Good,26,Good,18,Good,61,Moderate,332915073,59.61860625,Moderate
Spain,Felanitx,66,Moderate,1,Good,66,Moderate,1,Good,28,Good,47300000,38.67356322,Good
France,Forbach,52,Moderate,1,Good,27,Good,3,Good,52,Moderate,67842000,53.23133415,Moderate
Romania,Focsani,50,Good,1,Good,36,Good,1,Good,50,Good,19053000,53.85849057,Moderate
United Kingdom of Great Britain and Northern Ireland,Folkestone,50,Good,0,Good,36,Good,1,Good,50,Good,67532000,39.5971897,Good
Germany,Hirschaid,46,Good,1,Good,34,Good,2,Good,46,Good,83237000,48.24684015,Good
United States of America,Holiday,58,Moderate,1,Good,22,Good,8,Good,58,Moderate,332915073,59.61860625,Moderate
Mongolia,Hovd,100,Unhealthy for Sensitive Groups,0,Good,34,Good,0,Good,100,Unhealthy for Sensitive Groups,3000000,53.4,Moderate
Germany,Hoxter,42,Good,0,Good,32,Good,1,Good,42,Good,83237000,48.24684015,Good
Brazil,Igarassu,27,Good,0,Good,23,Good,1,Good,27,Good,214326223,44.64993726,Good
Turkey,Igdir,59,Moderate,1,Good,38,Good,0,Good,59,Moderate,87849000,51.59109312,Moderate
India,Adilabad,155,Unhealthy,1,Good,32,Good,0,Good,155,Unhealthy,1417173173,152.5597283,Unhealthy
France,Albert,51,Moderate,1,Good,22,Good,4,Good,51,Moderate,67842000,53.23133415,Moderate
India,Allahabad,189,Unhealthy,1,Good,83,Moderate,0,Good,189,Unhealthy,1417173173,152.5597283,Unhealthy
Russian Federation,Angarsk,49,Good,1,Good,49,Good,1,Good,23,Good,145805947,42.49115756,Good
Portugal,Angra,27,Good,1,Good,27,Good,2,Good,15,Good,10196000,34.56707317,Good
Turkey,Antakya,49,Good,1,Good,42,Good,0,Good,49,Good,87849000,51.59109312,Moderate
Mexico,Apatzingan,20,Good,0,Good,13,Good,1,Good,20,Good,126190788,89.11260504,Moderate
Brazil,Araguatins,37,Good,1,Good,8,Good,0,Good,37,Good,214326223,44.64993726,Good
Italy,Ariano Irpino,41,Good,1,Good,41,Good,3,Good,36,Good,60367477,61.69844358,Moderate
Australia,Armidale,26,Good,0,Good,26,Good,0,Good,3,Good,26187000,33.64893617,Good
Russian Federation,Atkarsk,36,Good,1,Good,36,Good,0,Good,35,Good,145805947,42.49115756,Good
Mexico,Atlautla,243,Very Unhealthy,5,Good,1,Good,20,Good,243,Very Unhealthy,126190788,89.11260504,Moderate
France,Aubenas,37,Good,1,Good,26,Good,2,Good,37,Good,67842000,53.23133415,Moderate
Peru,Azangaro,28,Good,1,Good,2,Good,3,Good,28,Good,34295000,36.3875969,Good
Brazil,Baependi,43,Good,1,Good,11,Good,2,Good,43,Good,214326223,44.64993726,Good
Iran (Islamic Republic of),Bafq,155,Unhealthy,1,Good,45,Good,0,Good,155,Unhealthy,88550000,108.2960894,Unhealthy for Sensitive Groups
India,Bagru,185,Unhealthy,1,Good,39,Good,0,Good,185,Unhealthy,1417173173,152.5597283,Unhealthy
India,Balotra,500,Hazardous,0,Good,31,Good,0,Good,398,Hazardous,1417173173,152.5597283,Unhealthy
Bangladesh,Bandarban,50,Good,1,Good,36,Good,0,Good,50,Good,171860000,113.3292683,Unhealthy for Sensitive Groups
Cameroon,Bangangte,77,Moderate,5,Good,12,Good,1,Good,77,Moderate,28524000,69.015625,Moderate
India,Barakpur,178,Unhealthy,6,Good,107,Unhealthy for Sensitive Groups,7,Good,178,Unhealthy,1417173173,152.5597283,Unhealthy
Russian Federation,Baranchinskiy,57,Moderate,1,Good,30,Good,0,Good,57,Moderate,145805947,42.49115756,Good
Italy,Barrafranca,57,Moderate,2,Good,33,Good,4,Good,57,Moderate,60367477,61.69844358,Moderate
Dominican Republic,Bayaguana,129,Unhealthy for Sensitive Groups,4,Good,2,Good,17,Good,129,Unhealthy for Sensitive Groups,11000000,108.5365854,Unhealthy for Sensitive Groups
Spain,Benavente,28,Good,1,Good,28,Good,2,Good,16,Good,47300000,38.67356322,Good
Brazil,Bezerros,45,Good,1,Good,13,Good,3,Good,45,Good,214326223,44.64993726,Good
Poland,Bielsk Podlaski,37,Good,0,Good,37,Good,0,Good,32,Good,38268000,52.46015424,Moderate
Nepal,Biratnagar,67,Moderate,2,Good,46,Good,0,Good,67,Moderate,30666598,116.3636364,Unhealthy for Sensitive Groups
Belgium,Boom,41,Good,1,Good,28,Good,4,Good,41,Good,11736000,44.58098592,Good
Netherlands,Boxmeer,38,Good,0,Good,31,Good,2,Good,38,Good,17442000,38.15282392,Good
United States of America,Boynton Beach,52,Moderate,1,Good,14,Good,9,Good,52,Moderate,332915073,59.61860625,Moderate
United States of America,Broomall,60,Moderate,2,Good,16,Good,18,Good,60,Moderate,332915073,59.61860625,Moderate
United Republic of Tanzania,Bukoba,37,Good,1,Good,18,Good,0,Good,37,Good,67738000,31.65367965,Good
Poland,Bukowno,99,Moderate,2,Good,28,Good,6,Good,99,Moderate,38268000,52.46015424,Moderate
Poland,Bytow,34,Good,0,Good,34,Good,0,Good,28,Good,38268000,52.46015424,Moderate
Italy,Carmiano,56,Moderate,1,Good,56,Moderate,1,Good,16,Good,60367477,61.69844358,Moderate
United Kingdom of Great Britain and Northern Ireland,Castleford,29,Good,0,Good,29,Good,3,Good,25,Good,67532000,39.5971897,Good
United States of America,Central Islip,60,Moderate,2,Good,14,Good,23,Good,60,Moderate,332915073,59.61860625,Moderate
France,Chamalieres,32,Good,1,Good,32,Good,1,Good,21,Good,67842000,53.23133415,Moderate
Spain,Villaviciosa De Odon,50,Good,1,Good,17,Good,5,Good,50,Good,47300000,38.67356322,Good
France,Villeneuve Les Avignon,66,Moderate,1,Good,30,Good,3,Good,66,Moderate,67842000,53.23133415,Moderate
Russian Federation,Volgorechensk,58,Moderate,1,Good,22,Good,8,Good,58,Moderate,145805947,42.49115756,Good
United States of America,Welby,77,Moderate,2,Good,5,Good,16,Good,77,Moderate,332915073,59.61860625,Moderate
United States of America,West Chester,55,Moderate,2,Good,18,Good,17,Good,55,Moderate,332915073,59.61860625,Moderate
Germany,Witzenhausen,46,Good,1,Good,27,Good,3,Good,46,Good,83237000,48.24684015,Good
India,Yavatmal,153,Unhealthy,1,Good,31,Good,0,Good,153,Unhealthy,1417173173,152.5597283,Unhealthy
Japan,Yonezawa,38,Good,1,Good,38,Good,1,Good,11,Good,123294513,51.57201646,Moderate
Uruguay,Young,11,Good,0,Good,11,Good,1,Good,11,Good,3500000,26.65384615,Good
Iran (Islamic Republic of),Zabol,164,Unhealthy,1,Good,49,Good,0,Good,164,Unhealthy,88550000,108.2960894,Unhealthy for Sensitive Groups
Poland,Zabrze,113,Unhealthy for Sensitive Groups,2,Good,22,Good,12,Good,113,Unhealthy for Sensitive Groups,38268000,52.46015424,Moderate
Romania,Zalau,66,Moderate,1,Good,37,Good,1,Good,66,Moderate,19053000,53.85849057,Moderate
Mexico,Zimapan,69,Moderate,1,Good,22,Good,7,Good,69,Moderate,126190788,89.11260504,Moderate
Bangladesh,Teknaf,61,Moderate,1,Good,38,Good,0,Good,61,Moderate,171860000,113.3292683,Unhealthy for Sensitive Groups
Thailand,Tha Bo,46,Good,0,Good,25,Good,0,Good,46,Good,70927000,53.56972112,Moderate
Brazil,Timon,67,Moderate,2,Good,4,Good,4,Good,67,Moderate,214326223,44.64993726,Good
Japan,Tokoname,44,Good,1,Good,44,Good,1,Good,19,Good,123294513,51.57201646,Moderate
Colombia,Toro,87,Moderate,3,Good,2,Good,7,Good,87,Moderate,52015000,65.90079365,Moderate
Spain,Torre Pacheco,30,Good,1,Good,30,Good,2,Good,19,Good,47300000,38.67356322,Good
Ecuador,Tosagua,28,Good,1,Good,20,Good,1,Good,28,Good,18000000,45.04477612,Good
